"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SH3BGRL",4.06117513374971,2.11887398282594,20326.2799127965,4.72386783233107e-160,1.71334686278648e-156,355.21313067899
"DDX21",4.0338071088884,2.10459501333308,19137.7784666828,7.33945598901431e-159,1.33101034360774e-155,352.839128407535
"PRKCB",4.00252521954248,2.08827402758738,22923.4007973064,1.97991785385154e-162,1.43623241118391e-158,359.810734715043
"IL1RN",4.00115163856663,2.08755737664346,19838.6496462729,1.42709255727754e-159,3.4507098034971e-156,354.261625268902
"SPARC",3.8796906598529,2.0241864312276,14773.3534108239,9.6349323132247e-154,3.32818090476819e-151,342.204865203859
"TRIB2",3.60943621402718,1.88318411166636,13187.7999429909,1.69357595759365e-151,2.85702325497309e-149,337.361561049074
"G6PD",3.60783253101247,1.88234740748477,15563.8260225485,8.97767646359024e-155,4.36635192071828e-152,344.395949773727
"CISD3",3.59417225771777,1.87522030837449,14213.4908412863,5.59465221394388e-153,1.50309656147959e-150,340.567125217827
"ORAI2",3.57673751696588,1.86612392189524,18405.1611767692,4.34001109602021e-158,6.29648809810612e-155,351.278482576245
"GZF1",3.57000328079042,1.86261040736892,13345.0014500096,9.87398967831355e-152,1.80887160437551e-149,337.871236317611
"SF3A2",3.54757923947696,1.8509109075532,15581.3690331684,8.52880864313164e-155,4.36635192071828e-152,344.443057263818
"CMTM7",3.53920318897663,2.02005535841939,606.841852729175,1.27700617886307e-90,1.43752371531233e-90,195.912309855909
"SYTL1",3.50086372525385,1.82653759578462,10126.3273473802,2.83185206563515e-146,9.12989105960773e-145,325.79577255578
"ZNF844",3.48745099668325,1.81953965044343,11603.1509433061,5.75614682880116e-149,4.79943552829007e-147,331.801395285985
"RDH11",3.40259022319911,1.7752644642778,13984.7974230225,1.17088827670987e-152,2.65425736226669e-150,339.876211402843
"GAR1",3.27352517794972,1.70792617979985,9331.83126915238,1.16874745374464e-144,2.26082507452364e-143,322.154029950428
"ATPAF1",3.26490619981372,1.70342932164195,9144.69081679937,2.93961422533689e-144,4.93572204228888e-143,321.247394431009
"DCUN1D1",3.25394958434589,1.69771282661525,9298.6704556481,1.37439520121141e-144,2.55637507425321e-143,321.994811424985
"LRRC58",3.22470740999108,1.68245603999535,15007.1613899197,4.71363093105839e-154,1.7996146723104e-151,342.867236879268
"MAK",3.18273991989431,1.95583489843018,252.341263144393,2.8283605600032e-73,2.97217550373218e-73,155.099571045401
"EXOSC5",3.05865113750097,1.59581798478312,11074.3489699125,4.81365393627886e-148,2.95139934172661e-146,329.753352010723
"CERS6",3.05095927254587,1.59180483785002,10145.7971121718,2.59470866882493e-146,8.47838589353875e-145,325.881076049424
"ARFIP1",2.89245842677674,1.50910874440526,6526.45657126382,1.37438503098906e-137,5.51121559690142e-137,305.983374805874
"CCAR2",2.87397539150719,1.49946542165593,5580.2196717545,1.71934969092132e-134,4.85109399375468e-134,298.816851332618
"FAM217B",2.85961895992866,1.491975109528,7229.29490151022,1.30532245159166e-139,7.47931205675031e-139,310.640073573794
"FOXO1",2.73489426232964,2.28762543261449,572.38095068768,1.82842904744842e-89,2.04209766130729e-89,193.192777004182
"FOSB",2.6865397084625,3.08526527032184,1840.67732568122,1.46572325327198e-112,2.00081981167388e-112,247.508233241813
"TLR7",2.68420194126917,1.40045318674913,163.337993935171,1.10330114316086e-64,1.14186709837194e-64,134.884104571477
"STAU1",2.67451648338906,2.31057413946086,746.910769484505,1.00015071266648e-94,1.15545361836003e-94,205.572604028878
"GABBR1",2.61607108699643,2.20997399104834,1413.87817604911,2.41093192402115e-107,3.09100391955628e-107,235.24885886711
"PKP3",2.43772272411231,1.27185533431947,4452.01665380921,5.03084339734819e-130,1.0584030743725e-129,288.427975279443
"THY1",2.28933491736764,2.206331306035,1336.9051523526,3.0836625934134e-106,3.9188662320639e-106,232.646480595743
"SIRT5",2.2855591851163,1.19246566179981,2809.51476113494,6.37232344969255e-121,1.00707700008867e-120,267.136157160515
"ZCCHC14",2.22012747528667,1.36674639400094,194.600232039534,3.84326036993774e-68,3.99527238800923e-68,143.020942379488
"CYTH2",2.18470526835479,2.42865943352151,1512.71988849164,1.11186770010177e-108,1.44620553999251e-108,238.389860820809
"PAK2",2.10543042498334,2.78404621358602,1894.40122461518,3.95538126709557e-113,5.45274338873265e-113,248.844691948189
